"Season","Date","Wk","Game Title","Visit Team","Visit Points","Home Team","Home Points","Visit Conf","Visit SubDiv","Home Conf","Home SubDiv"
2013,"2013-11-30",14,"Wyoming at Utah State","Wyoming",7,"Utah State",35,"MW","FBS","MW","FBS"
2013,"2013-11-30",14,"Colorado at Utah","Colorado",17,"Utah",24,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-11-30",14,"Wake Forest at Vanderbilt","Wake Forest",21,"Vanderbilt",23,"ACC","FBS","SEC","FBS"
2013,"2013-11-30",14,"Virginia Tech at Virginia","Virginia Tech",16,"Virginia",6,"ACC","FBS","ACC","FBS"
2013,"2013-11-30",14,"Iowa State at West Virginia","Iowa State",52,"West Virginia",44,"Big 12","FBS","Big 12","FBS"
2013,"2013-11-30",14,"Arkansas State at Western Kentucky","Arkansas State",31,"Western Kentucky",34,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-11-30",14,"Penn State at Wisconsin","Penn State",31,"Wisconsin",24,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-11-30",14,"Southern Mississippi at UAB","Southern Mississippi",62,"UAB",27,"C-USA","FBS","C-USA","FBS"
2013,"2013-12-05",15,"Louisville at Cincinnati","Louisville",31,"Cincinnati",24,"AAC","FBS","AAC","FBS"
2013,"2013-12-06",15,"Bowling Green at Northern Illinois","Bowling Green",47,"Northern Illinois",27,"MAC","FBS","MAC","FBS"
2013,"2013-12-07",15,"Memphis at Connecticut","Memphis",10,"Connecticut",45,"AAC","FBS","AAC","FBS"
2013,"2013-12-07",15,"Duke at Florida State","Duke",7,"Florida State",45,"ACC","FBS","ACC","FBS"
2013,"2013-12-07",15,"Stanford at Arizona State","Stanford",38,"Arizona State",14,"Pac 10/12","FBS","Pac 10/12","FBS"
2013,"2013-12-07",15,"Missouri at Auburn","Missouri",42,"Auburn",59,"SEC","FBS","SEC","FBS"
2013,"2013-12-07",15,"Ohio State at Michigan State","Ohio State",24,"Michigan State",34,"Big Ten","FBS","Big Ten","FBS"
2013,"2013-12-07",15,"Texas at Baylor","Texas",10,"Baylor",30,"Big 12","FBS","Big 12","FBS"
2013,"2013-12-07",15,"Oklahoma at Oklahoma State","Oklahoma",33,"Oklahoma State",24,"Big 12","FBS","Big 12","FBS"
2013,"2013-12-07",15,"Marshall at Rice","Marshall",24,"Rice",41,"C-USA","FBS","C-USA","FBS"
2013,"2013-12-07",15,"South Florida at Rutgers","South Florida",6,"Rutgers",31,"AAC","FBS","AAC","FBS"
2013,"2013-12-07",15,"Louisiana-Lafayette at South Alabama","Louisiana-Lafayette",8,"South Alabama",30,"Sun Belt","FBS","Sun Belt","FBS"
2013,"2013-12-07",15,"UCF at SMU","UCF",17,"SMU",13,"AAC","FBS","AAC","FBS"
2013,"2013-12-07",15,"Utah State at Fresno State","Utah State",17,"Fresno State",24,"MW","FBS","MW","FBS"
2013,"2013-12-14",16,"Army at Navy","Army",7,"Navy",34,"IND","FBS","IND","FBS"
2013,"2013-12-21",17,"Washington State at Colorado State","Washington State",45,"Colorado State",48,"Pac 10/12","FBS","MW","FBS"
2013,"2013-12-21",17,"Buffalo at San Diego State","Buffalo",24,"San Diego State",49,"MAC","FBS","MW","FBS"
2013,"2013-12-21",17,"Fresno State at USC","Fresno State",20,"USC",45,"MW","FBS","Pac 10/12","FBS"
2013,"2013-12-21",17,"Tulane at Louisiana-Lafayette","Tulane",21,"Louisiana-Lafayette",24,"C-USA","FBS","Sun Belt","FBS"
2013,"2013-12-23",17,"Ohio at East Carolina","Ohio",20,"East Carolina",37,"MAC","FBS","C-USA","FBS"
2013,"2013-12-24",18,"Boise State at Oregon State","Boise State",23,"Oregon State",38,"MW","FBS","Pac 10/12","FBS"
2013,"2013-12-26",18,"Utah State at Northern Illinois","Utah State",21,"Northern Illinois",14,"MW","FBS","MAC","FBS"
2013,"2013-12-26",18,"Pittsburgh at Bowling Green","Pittsburgh",30,"Bowling Green",27,"ACC","FBS","MAC","FBS"
2013,"2013-12-27",18,"Marshall at Maryland","Marshall",31,"Maryland",20,"C-USA","FBS","ACC","FBS"
2013,"2013-12-27",18,"Syracuse at Minnesota","Syracuse",21,"Minnesota",17,"ACC","FBS","Big Ten","FBS"
2013,"2013-12-27",18,"BYU at Washington","BYU",16,"Washington",31,"IND","FBS","Pac 10/12","FBS"
2013,"2013-12-28",18,"Michigan at Kansas State","Michigan",14,"Kansas State",31,"Big Ten","FBS","Big 12","FBS"
2013,"2013-12-28",18,"Miami (Florida) at Louisville","Miami (Florida)",9,"Louisville",36,"ACC","FBS","AAC","FBS"
2013,"2013-12-28",18,"Cincinnati at North Carolina","Cincinnati",17,"North Carolina",39,"AAC","FBS","ACC","FBS"
2013,"2013-12-28",18,"Rutgers at Notre Dame","Rutgers",16,"Notre Dame",29,"AAC","FBS","IND","FBS"
2013,"2013-12-30",19,"Mississippi at Georgia Tech","Mississippi",25,"Georgia Tech",17,"SEC","FBS","ACC","FBS"
2013,"2013-12-30",19,"Arizona State at Texas Tech","Arizona State",23,"Texas Tech",37,"Pac 10/12","FBS","Big 12","FBS"
2013,"2013-12-30",19,"Oregon at Texas","Oregon",30,"Texas",7,"Pac 10/12","FBS","Big 12","FBS"
2013,"2013-12-30",19,"Middle Tennessee at Navy","Middle Tennessee",6,"Navy",24,"C-USA","FBS","IND","FBS"
2013,"2013-12-31",20,"Virginia Tech at UCLA","Virginia Tech",12,"UCLA",42,"ACC","FBS","Pac 10/12","FBS"
2013,"2013-12-31",20,"Rice at Mississippi State","Rice",7,"Mississippi State",44,"C-USA","FBS","SEC","FBS"
2013,"2013-12-31",20,"Arizona at Boston College","Arizona",42,"Boston College",19,"Pac 10/12","FBS","ACC","FBS"
2013,"2013-12-31",20,"Duke at Texas A&M","Duke",48,"Texas A&M",52,"ACC","FBS","SEC","FBS"
2013,"2014-01-01",20,"Nebraska at Georgia","Nebraska",24,"Georgia",19,"Big Ten","FBS","SEC","FBS"
2013,"2014-01-01",20,"Iowa at LSU","Iowa",14,"LSU",21,"Big Ten","FBS","SEC","FBS"
2013,"2014-01-01",20,"Stanford at Michigan State","Stanford",20,"Michigan State",24,"Pac 10/12","FBS","Big Ten","FBS"
2013,"2014-01-01",20,"UNLV at North Texas","UNLV",14,"North Texas",36,"MW","FBS","C-USA","FBS"
2013,"2014-01-01",20,"UCF at Baylor","UCF",52,"Baylor",42,"AAC","FBS","Big 12","FBS"
2013,"2014-01-01",20,"Wisconsin at South Carolina","Wisconsin",24,"South Carolina",34,"Big Ten","FBS","SEC","FBS"
2013,"2014-01-02",20,"Oklahoma at Alabama","Oklahoma",45,"Alabama",31,"Big 12","FBS","SEC","FBS"
2013,"2014-01-03",20,"Oklahoma State at Missouri","Oklahoma State",31,"Missouri",41,"Big 12","FBS","SEC","FBS"
2013,"2014-01-03",20,"Clemson at Ohio State","Clemson",40,"Ohio State",35,"ACC","FBS","Big Ten","FBS"
2013,"2014-01-04",20,"Vanderbilt at Houston","Vanderbilt",41,"Houston",24,"SEC","FBS","AAC","FBS"
2013,"2014-01-05",20,"Arkansas State at Ball State","Arkansas State",23,"Ball State",20,"Sun Belt","FBS","MAC","FBS"
2013,"2014-01-06",20,"Auburn at Florida State","Auburn",31,"Florida State",34,"SEC","FBS","ACC","FBS"
2014,"2014-08-27",1,"Abilene Christian at Georgia State","Abilene Christian",37,"Georgia State",38,"FCS","FCS","Sun Belt","FBS"
2014,"2014-08-28",1,"Chattanooga at Central Michigan","Chattanooga",16,"Central Michigan",20,"FCS","FCS","MAC","FBS"
2014,"2014-08-28",1,"Weber State at Arizona State","Weber State",14,"Arizona State",45,"FCS","FCS","Pac 10/12","FBS"
2014,"2014-08-28",1,"Eastern Illinois at Minnesota","Eastern Illinois",20,"Minnesota",42,"FCS","FCS","Big Ten","FBS"
2014,"2014-08-28",1,"Boise State at Mississippi","Boise State",13,"Mississippi",35,"MW","FBS","SEC","FBS"
2014,"2014-08-28",1,"Cal Poly at New Mexico State","Cal Poly",10,"New Mexico State",28,"FCS","FCS","Sun Belt","FBS"
2014,"2014-08-28",1,"Wake Forest at Louisiana-Monroe","Wake Forest",10,"Louisiana-Monroe",17,"ACC","FBS","Sun Belt","FBS"
2014,"2014-08-28",1,"Howard at Akron","Howard",0,"Akron",41,"FCS","FCS","MAC","FBS"
2014,"2014-08-28",1,"Presbyterian at Northern Illinois","Presbyterian",3,"Northern Illinois",55,"FCS","FCS","MAC","FBS"
2014,"2014-08-28",1,"North Dakota at San Jose State","North Dakota",10,"San Jose State",42,"FCS","FCS","MW","FBS"
2014,"2014-08-28",1,"Texas A&M at South Carolina","Texas A&M",52,"South Carolina",28,"SEC","FBS","SEC","FBS"
2014,"2014-08-28",1,"Tulane at Tulsa","Tulane",31,"Tulsa",38,"AAC","FBS","AAC","FBS"
2014,"2014-08-28",1,"Idaho State at Utah","Idaho State",14,"Utah",56,"FCS","FCS","Pac 10/12","FBS"
2014,"2014-08-28",1,"Temple at Vanderbilt","Temple",37,"Vanderbilt",7,"AAC","FBS","SEC","FBS"
2014,"2014-08-28",1,"Rutgers at Washington State","Rutgers",41,"Washington State",38,"Big Ten","FBS","Pac 10/12","FBS"
2014,"2014-08-29",1,"Colorado State at Colorado","Colorado State",31,"Colorado",17,"MW","FBS","Pac 10/12","FBS"
2014,"2014-08-29",1,"BYU at Connecticut","BYU",35,"Connecticut",10,"IND","FBS","AAC","FBS"
2014,"2014-08-29",1,"UTSA at Houston","UTSA",27,"Houston",7,"C-USA","FBS","AAC","FBS"
2014,"2014-08-29",1,"UNLV at Arizona","UNLV",13,"Arizona",58,"MW","FBS","Pac 10/12","FBS"
2014,"2014-08-29",1,"Jacksonville State at Michigan State","Jacksonville State",7,"Michigan State",45,"FCS","FCS","Big Ten","FBS"
2014,"2014-08-29",1,"Villanova at Syracuse","Villanova",26,"Syracuse",27,"FCS","FCS","ACC","FBS"
2014,"2014-08-29",1,"Bowling Green at Western Kentucky","Bowling Green",31,"Western Kentucky",59,"MAC","FBS","C-USA","FBS"
2014,"2014-08-30",1,"Penn State at UCF","Penn State",26,"UCF",24,"Big Ten","FBS","AAC","FBS"
2014,"2014-08-30",1,"Elon at Duke","Elon",13,"Duke",52,"FCS","FCS","ACC","FBS"
2014,"2014-08-30",1,"N.C. Central at East Carolina","N.C. Central",7,"East Carolina",52,"FCS","FCS","AAC","FBS"
2014,"2014-08-30",1,"Morgan State at Eastern Michigan","Morgan State",28,"Eastern Michigan",31,"FCS","FCS","MAC","FBS"
2014,"2014-08-30",1,"Bethune-Cookman at Florida International","Bethune-Cookman",14,"Florida International",12,"FCS","FCS","C-USA","FBS"
2014,"2014-08-30",1,"Wofford at Georgia Tech","Wofford",19,"Georgia Tech",38,"FCS","FCS","ACC","FBS"
2014,"2014-08-30",1,"Clemson at Georgia","Clemson",21,"Georgia",45,"ACC","FBS","SEC","FBS"
2014,"2014-08-30",1,"Washington at Hawai'i","Washington",17,"Hawai'i",16,"Pac 10/12","FBS","MW","FBS"
2014,"2014-08-30",1,"Montana State at Arkansas State","Montana State",10,"Arkansas State",37,"FCS","FCS","Sun Belt","FBS"
2014,"2014-08-30",1,"Youngstown State at Illinois","Youngstown State",17,"Illinois",28,"FCS","FCS","Big Ten","FBS"
2014,"2014-08-30",1,"Indiana State at Indiana","Indiana State",10,"Indiana",28,"FCS","FCS","Big Ten","FBS"
2014,"2014-08-30",1,"North Dakota State at Iowa State","North Dakota State",34,"Iowa State",14,"FCS","FCS","Big 12","FBS"
2014,"2014-08-30",1,"Northern Iowa at Iowa","Northern Iowa",23,"Iowa",31,"FCS","FCS","Big Ten","FBS"
2014,"2014-08-30",1,"Stephen F. Austin at Kansas State","Stephen F. Austin",16,"Kansas State",55,"FCS","FCS","Big 12","FBS"
2014,"2014-08-30",1,"Ohio at Kent State","Ohio",17,"Kent State",14,"MAC","FBS","MAC","FBS"
2014,"2014-08-30",1,"Tennessee-Martin at Kentucky","Tennessee-Martin",14,"Kentucky",59,"FCS","FCS","SEC","FBS"
2014,"2014-08-30",1,"Wisconsin at LSU","Wisconsin",24,"LSU",28,"Big Ten","FBS","SEC","FBS"
2014,"2014-08-30",1,"Arkansas at Auburn","Arkansas",21,"Auburn",45,"SEC","FBS","SEC","FBS"
2014,"2014-08-30",1,"James Madison at Maryland","James Madison",7,"Maryland",52,"FCS","FCS","Big Ten","FBS"
2014,"2014-08-30",1,"Boston College at Massachusetts","Boston College",30,"Massachusetts",7,"ACC","FBS","MAC","FBS"
2014,"2014-08-30",1,"Austin Peay at Memphis","Austin Peay",0,"Memphis",63,"FCS","FCS","AAC","FBS"
2014,"2014-08-30",1,"Marshall at Miami (Ohio)","Marshall",42,"Miami (Ohio)",27,"C-USA","FBS","MAC","FBS"
2014,"2014-08-30",1,"Appalachian State at Michigan","Appalachian State",14,"Michigan",52,"Sun Belt","FBS","Big Ten","FBS"
2014,"2014-08-30",1,"Savannah State at Middle Tennessee","Savannah State",7,"Middle Tennessee",61,"FCS","FCS","C-USA","FBS"
2014,"2014-08-30",1,"Southern Mississippi at Mississippi State","Southern Mississippi",0,"Mississippi State",49,"C-USA","FBS","SEC","FBS"
2014,"2014-08-30",1,"South Dakota State at Missouri","South Dakota State",18,"Missouri",38,"FCS","FCS","SEC","FBS"
2014,"2014-08-30",1,"Liberty at North Carolina","Liberty",29,"North Carolina",56,"FCS","FCS","ACC","FBS"
2014,"2014-08-30",1,"Florida Atlantic at Nebraska","Florida Atlantic",7,"Nebraska",55,"C-USA","FBS","Big Ten","FBS"
2014,"2014-08-30",1,"Southern Utah at Nevada","Southern Utah",19,"Nevada",28,"FCS","FCS","MW","FBS"
2014,"2014-08-30",1,"Colgate at Ball State","Colgate",10,"Ball State",30,"FCS","FCS","MAC","FBS"
2014,"2014-08-30",1,"UTEP at New Mexico","UTEP",31,"New Mexico",24,"C-USA","FBS","MW","FBS"
2014,"2014-08-30",1,"Georgia Southern at North Carolina State","Georgia Southern",23,"North Carolina State",24,"Sun Belt","FBS","ACC","FBS"
2014,"2014-08-30",1,"California at Northwestern","California",31,"Northwestern",24,"Pac 10/12","FBS","Big Ten","FBS"
2014,"2014-08-30",1,"Rice at Notre Dame","Rice",17,"Notre Dame",48,"C-USA","FBS","IND","FBS"
2014,"2014-08-30",1,"Florida State at Oklahoma State","Florida State",37,"Oklahoma State",31,"ACC","FBS","Big 12","FBS"
2014,"2014-08-30",1,"Louisiana Tech at Oklahoma","Louisiana Tech",16,"Oklahoma",48,"C-USA","FBS","Big 12","FBS"
2014,"2014-08-30",1,"Hampton at Old Dominion","Hampton",28,"Old Dominion",41,"FCS","FCS","C-USA","FBS"
2014,"2014-08-30",1,"Portland State at Oregon State","Portland State",14,"Oregon State",29,"FCS","FCS","Pac 10/12","FBS"
2014,"2014-08-30",1,"South Dakota at Oregon","South Dakota",13,"Oregon",62,"FCS","FCS","Pac 10/12","FBS"
2014,"2014-08-30",1,"Delaware at Pittsburgh","Delaware",0,"Pittsburgh",62,"FCS","FCS","ACC","FBS"
2014,"2014-08-30",1,"Western Michigan at Purdue","Western Michigan",34,"Purdue",43,"MAC","FBS","Big Ten","FBS"
2014,"2014-08-30",1,"Northern Arizona at San Diego State","Northern Arizona",7,"San Diego State",38,"FCS","FCS","MW","FBS"
2014,"2014-08-30",1,"Western Carolina at South Florida","Western Carolina",31,"South Florida",36,"FCS","FCS","AAC","FBS"
2014,"2014-08-30",1,"Fresno State at USC","Fresno State",13,"USC",52,"MW","FBS","Pac 10/12","FBS"
2014,"2014-08-30",1,"Arkansas-Pine Bluff at Texas State","Arkansas-Pine Bluff",0,"Texas State",65,"FCS","FCS","Sun Belt","FBS"
2014,"2014-08-30",1,"Southern University at Louisiana-Lafayette","Southern University",6,"Louisiana-Lafayette",45,"FCS","FCS","Sun Belt","FBS"
2014,"2014-08-30",1,"UC Davis at Stanford","UC Davis",0,"Stanford",45,"FCS","FCS","Pac 10/12","FBS"
2014,"2014-08-30",1,"Samford at TCU","Samford",14,"TCU",48,"FCS","FCS","Big 12","FBS"
2014,"2014-08-30",1,"Central Arkansas at Texas Tech","Central Arkansas",35,"Texas Tech",42,"FCS","FCS","Big 12","FBS"
2014,"2014-08-30",1,"North Texas at Texas","North Texas",7,"Texas",38,"C-USA","FBS","Big 12","FBS"
2014,"2014-08-30",1,"New Hampshire at Toledo","New Hampshire",20,"Toledo",54,"FCS","FCS","MAC","FBS"
2014,"2014-08-30",1,"Nicholls State at Air Force","Nicholls State",16,"Air Force",44,"FCS","FCS","MW","FBS"
2014,"2014-08-30",1,"Ohio State at Navy","Ohio State",34,"Navy",17,"Big Ten","FBS","IND","FBS"
2014,"2014-08-30",1,"William & Mary at Virginia Tech","William & Mary",9,"Virginia Tech",34,"FCS","FCS","ACC","FBS"
2014,"2014-08-30",1,"UCLA at Virginia","UCLA",28,"Virginia",20,"Pac 10/12","FBS","ACC","FBS"
2014,"2014-08-30",1,"West Virginia at Alabama","West Virginia",23,"Alabama",33,"Big 12","FBS","SEC","FBS"
2014,"2014-08-30",1,"Montana at Wyoming","Montana",12,"Wyoming",17,"FCS","FCS","MW","FBS"
2014,"2014-08-30",1,"Duquesne at Buffalo","Duquesne",28,"Buffalo",38,"FCS","FCS","MAC","FBS"
2014,"2014-08-30",1,"Troy at UAB","Troy",10,"UAB",48,"Sun Belt","FBS","C-USA","FBS"
2014,"2014-08-31",1,"SMU at Baylor","SMU",0,"Baylor",45,"AAC","FBS","Big 12","FBS"
2014,"2014-08-31",1,"Utah State at Tennessee","Utah State",7,"Tennessee",38,"MW","FBS","SEC","FBS"
2014,"2014-09-01",1,"Miami (Florida) at Louisville","Miami (Florida)",13,"Louisville",31,"ACC","FBS","ACC","FBS"
2014,"2014-09-04",2,"Arizona at UTSA","Arizona",26,"UTSA",23,"Pac 10/12","FBS","C-USA","FBS"
2014,"2014-09-05",2,"Washington State at Nevada","Washington State",13,"Nevada",24,"Pac 10/12","FBS","MW","FBS"
2014,"2014-09-05",2,"Pittsburgh at Boston College","Pittsburgh",30,"Boston College",20,"ACC","FBS","ACC","FBS"
2014,"2014-09-06",2,"Sacramento State at California","Sacramento State",14,"California",55,"FCS","FCS","Pac 10/12","FBS"
2014,"2014-09-06",2,"Memphis at UCLA","Memphis",35,"UCLA",42,"AAC","FBS","Pac 10/12","FBS"
2014,"2014-09-06",2,"South Carolina State at Clemson","South Carolina State",7,"Clemson",73,"FCS","FCS","ACC","FBS"
2014,"2014-09-06",2,"Stony Brook at Connecticut","Stony Brook",16,"Connecticut",19,"FCS","FCS","AAC","FBS"
2014,"2014-09-06",2,"Wagner at Florida International","Wagner",3,"Florida International",34,"FCS","FCS","C-USA","FBS"
2014,"2014-09-06",2,"Citadel at Florida State","Citadel",12,"Florida State",37,"FCS","FCS","ACC","FBS"
2014,"2014-09-06",2,"Eastern Michigan at Florida","Eastern Michigan",0,"Florida",65,"MAC","FBS","SEC","FBS"
2014,"2014-09-06",2,"Savannah State at Georgia Southern","Savannah State",9,"Georgia Southern",83,"FCS","FCS","Sun Belt","FBS"
2014,"2014-09-06",2,"New Mexico State at Georgia State","New Mexico State",34,"Georgia State",31,"Sun Belt","FBS","Sun Belt","FBS"
2014,"2014-09-06",2,"Campbell at Appalachian State","Campbell",0,"Appalachian State",66,"FCS","FCS","Sun Belt","FBS"
2014,"2014-09-06",2,"Oregon State at Hawai'i","Oregon State",38,"Hawai'i",30,"Pac 10/12","FBS","MW","FBS"
2014,"2014-09-06",2,"Grambling at Houston","Grambling",0,"Houston",47,"FCS","FCS","AAC","FBS"
2014,"2014-09-06",2,"Western Kentucky at Illinois","Western Kentucky",34,"Illinois",42,"C-USA","FBS","Big Ten","FBS"
2014,"2014-09-06",2,"Nicholls State at Arkansas","Nicholls State",7,"Arkansas",73,"FCS","FCS","SEC","FBS"
2014,"2014-09-06",2,"Kansas State at Iowa State","Kansas State",32,"Iowa State",28,"Big 12","FBS","Big 12","FBS"
2014,"2014-09-06",2,"Ball State at Iowa","Ball State",13,"Iowa",17,"MAC","FBS","Big Ten","FBS"
2014,"2014-09-06",2,"Southeast Missouri State at Kansas","Southeast Missouri State",28,"Kansas",34,"FCS","FCS","Big 12","FBS"
2014,"2014-09-06",2,"South Alabama at Kent State","South Alabama",23,"Kent State",13,"Sun Belt","FBS","MAC","FBS"
2014,"2014-09-06",2,"Ohio at Kentucky","Ohio",3,"Kentucky",20,"MAC","FBS","SEC","FBS"
2014,"2014-09-06",2,"Sam Houston State at LSU","Sam Houston State",0,"LSU",56,"FCS","FCS","SEC","FBS"
2014,"2014-09-06",2,"Murray State at Louisville","Murray State",21,"Louisville",66,"FCS","FCS","ACC","FBS"
2014,"2014-09-06",2,"San Jose State at Auburn","San Jose State",13,"Auburn",59,"MW","FBS","SEC","FBS"
2014,"2014-09-06",2,"Rhode Island at Marshall","Rhode Island",7,"Marshall",48,"FCS","FCS","C-USA","FBS"
2014,"2014-09-06",2,"Colorado at Massachusetts","Colorado",41,"Massachusetts",38,"Pac 10/12","FBS","MAC","FBS"
2014,"2014-09-06",2,"Eastern Kentucky at Miami (Ohio)","Eastern Kentucky",17,"Miami (Ohio)",10,"FCS","FCS","MAC","FBS"
2014,"2014-09-06",2,"Florida A&M at Miami (Florida)","Florida A&M",7,"Miami (Florida)",41,"FCS","FCS","ACC","FBS"
2014,"2014-09-06",2,"Middle Tennessee at Minnesota","Middle Tennessee",24,"Minnesota",35,"C-USA","FBS","Big Ten","FBS"
2014,"2014-09-06",2,"UAB at Mississippi State","UAB",34,"Mississippi State",47,"C-USA","FBS","SEC","FBS"
2014,"2014-09-06",2,"San Diego State at North Carolina","San Diego State",27,"North Carolina",31,"MW","FBS","ACC","FBS"
2014,"2014-09-06",2,"McNeese State at Nebraska","McNeese State",24,"Nebraska",31,"FCS","FCS","Big Ten","FBS"
2014,"2014-09-06",2,"Northern Colorado at UNLV","Northern Colorado",12,"UNLV",13,"FCS","FCS","MW","FBS"
2014,"2014-09-06",2,"Arizona State at New Mexico","Arizona State",58,"New Mexico",23,"Pac 10/12","FBS","MW","FBS"
2014,"2014-09-06",2,"Old Dominion at North Carolina State","Old Dominion",34,"North Carolina State",46,"C-USA","FBS","ACC","FBS"
2014,"2014-09-06",2,"SMU at North Texas","SMU",6,"North Texas",43,"AAC","FBS","C-USA","FBS"
2014,"2014-09-06",2,"Idaho at Louisiana-Monroe","Idaho",31,"Louisiana-Monroe",38,"Sun Belt","FBS","Sun Belt","FBS"
2014,"2014-09-06",2,"Northern Illinois at Northwestern","Northern Illinois",23,"Northwestern",15,"MAC","FBS","Big Ten","FBS"
2014,"2014-09-06",2,"Northwestern State at Baylor","Northwestern State",6,"Baylor",70,"FCS","FCS","Big 12","FBS"
2014,"2014-09-06",2,"Michigan at Notre Dame","Michigan",0,"Notre Dame",31,"Big Ten","FBS","IND","FBS"
2014,"2014-09-06",2,"Virginia Tech at Ohio State","Virginia Tech",35,"Ohio State",21,"ACC","FBS","Big Ten","FBS"
2014,"2014-09-06",2,"Missouri State at Oklahoma State","Missouri State",23,"Oklahoma State",40,"FCS","FCS","Big 12","FBS"
2014,"2014-09-06",2,"Michigan State at Oregon","Michigan State",27,"Oregon",46,"Big Ten","FBS","Pac 10/12","FBS"
2014,"2014-09-06",2,"Akron at Penn State","Akron",3,"Penn State",21,"MAC","FBS","Big Ten","FBS"
2014,"2014-09-06",2,"Central Michigan at Purdue","Central Michigan",38,"Purdue",17,"MAC","FBS","Big Ten","FBS"
2014,"2014-09-06",2,"Howard at Rutgers","Howard",25,"Rutgers",38,"FCS","FCS","Big Ten","FBS"
2014,"2014-09-06",2,"East Carolina at South Carolina","East Carolina",23,"South Carolina",33,"AAC","FBS","SEC","FBS"
2014,"2014-09-06",2,"Maryland at South Florida","Maryland",24,"South Florida",17,"Big Ten","FBS","AAC","FBS"
2014,"2014-09-06",2,"Colorado State at Boise State","Colorado State",24,"Boise State",37,"MW","FBS","MW","FBS"
2014,"2014-09-06",2,"Alcorn St. at Southern Mississippi","Alcorn St.",20,"Southern Mississippi",26,"FCS","FCS","C-USA","FBS"
2014,"2014-09-06",2,"Louisiana Tech at Louisiana-Lafayette","Louisiana Tech",48,"Louisiana-Lafayette",20,"C-USA","FBS","Sun Belt","FBS"
2014,"2014-09-06",2,"USC at Stanford","USC",13,"Stanford",10,"Pac 10/12","FBS","Pac 10/12","FBS"
2014,"2014-09-06",2,"Navy at Temple","Navy",31,"Temple",24,"IND","FBS","AAC","FBS"
2014,"2014-09-06",2,"Arkansas State at Tennessee","Arkansas State",19,"Tennessee",34,"Sun Belt","FBS","SEC","FBS"
2014,"2014-09-06",2,"Lamar at Texas A&M","Lamar",3,"Texas A&M",73,"FCS","FCS","SEC","FBS"
